guid,description,typology
12dbb4b8-5798-4cc8-a57e-052ed6709d3e,Почтовая марка (денежный знак военного времени). 2 копейки.,предметы нумизматики
47195d8f-23d3-4187-a2ce-36847e2fed4d,Фотография черно-белая. Первый дом,фотографии и негативы
a0b65c95-2abc-479f-b1a2-fb4948202b5e,Подвеска монетовидная.,предметы археологии
1926aeef-72d0-42ee-882b-797b00ad7128,"Закладка для книг. Закладка для книг ""В семье единой""",графика
93c6a826-9d48-4d9f-84f0-5584d5939c63,Почтовая марка (денежный знак военного времени). 2 копейки.,предметы нумизматики
371a2d21-38da-4835-85aa-1976d81e2dec,Перчатка трехпалая.,"предметы прикладного искусства, быта и этнографии"
c3eb5865-c9aa-483d-b4f0-0a343824c586,Анкета фенологическая.,документы
f4425df8-800e-446c-b177-1682c5ea1ed1,Пулемет DT-7.62-Дегтярев пешеходный,оружие
4ce0d90f-aaa8-48c0-8dd7-96ca4b8978f5,Почтовая марка (денежный знак военного времени). 2 копейки.,предметы нумизматики
9142a7e0-1ca5-4a91-9a8e-d7dff2eeabc3,"Фотоаппарат ""Силуэт-электро"".",предметы техники
cf488f59-c18f-4953-98e3-429b40bc875d,Песчаник серый,предметы минералогической коллекции
8316d66c-50d7-444a-89d8-2b3b1748c1b1,Почтовая марка (денежный знак военного времени). 2 копейки.,предметы нумизматики
6f487cc3-5c8d-439b-8c28-ba7aec14302c,"Набор спичечных этикеток «Деревья», 1982 год.",предметы печатной продукции
b839cc48-060c-406e-9012-c7f26479cff4,Документ. Свидетельство Никитиной Анастасии Михайловны о занесении на совхозную Доску Почета за успехи в труде совхоза Голдыревский.,документы
a8bac3b4-34f1-458a-9dd8-59911246d534,"Яйцо расписное ""Зверь на пне"".","предметы прикладного искусства, быта и этнографии"
5bb8793e-5c5b-4ed5-bb7f-0875e685e7f8,Почтовая марка (денежный знак военного времени). 2 копейки.,предметы нумизматики
16bc253e-e060-4b36-acfc-8955df5e82f4,Почетный нагрудный знак «Ударник коммунистического труда,предметы нумизматики
36d9a388-45c9-4503-9ab9-5f2943adc4f7,Почтовая марка (денежный знак военного времени). 2 копейки.,предметы нумизматики
1fdc56cc-2b00-4bf6-912f-e00a1b9f29a9,Почтовая марка (денежный знак военного времени). 2 копейки.,предметы нумизматики
8569105a-a304-484c-8f47-dc1132930fb6,Почтовая марка (денежный знак военного времени). 2 копейки.,предметы нумизматики
38003c36-9d75-4624-8a91-3ccf0e6c0b32,Игрушка ёлочная «Петух»,прочие
7ee41d4a-ea70-4e25-9e87-19e4477fa916,Удостоверение,документы
091c6090-51fd-4837-a145-f0e452cd8ed5,Ч/б фотография,фотографии и негативы
8f6c4cb6-8014-45e8-8d14-8ef4d8f88b09,Фотокопия. «Удостоверение к знаку «25 лет Победы в Великой Отечественной войне» Воробьва П.Е. из фотокопий удостоверений и поздравительных писем П.Е.Воробьева,фотографии и негативы
da8115ed-aec3-43c1-bb41-df9fa9e9eb03,"Набор лезвий ""Нева"" в упаковке.","предметы прикладного искусства, быта и этнографии"
dd5faaad-361d-42c0-a6a4-825a82e838ac,Фото сюжетное,прочие
a40a0a67-5e1d-432e-a61a-f5ff6f73ea0e,Марка 15 копеек Российской Империи,предметы печатной продукции
0cafef85-342c-47c1-ba91-e680acaf9e2f,"Юбилейная медаль ""50 лет Вооруженных Сил СССР"" Рындина Георгия Васильевича",предметы нумизматики
dca268cf-3d60-4a2c-9aa3-6f8ace3a7179,"Журнал. Всеобщий двухнедельник. Популярно –  научный. Спб.,  1910 г.  №6.",редкие книги
af5da8ac-e5db-4f78-b92a-2ce7eecaa403,Фрагмент стенки сосуда. Коллекция из раскопок памятника Поселение Горный Самотнел-1 2012 г.,предметы археологии
329df89e-9c73-437e-83e3-c4bdc5a338bf,Керамики ямочно-гребенчатой фрагмент. Коллекция: Материалы раскопок стоянки Спораный Бугор в 1977 г.,предметы археологии
